,G,Date,Team,Home/Away,Opp,W/L,Team Score,Oponent Score,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Home Indicator,Win Indicator,Team ORtg,Team DRtg,Team Pace,Team FTr,Team 3PAr,Team TS%,Team TRB%,Team AST%,Team STL%,Team BLK%,Team eFG%,Team TOV%,Team ORB%,Team FT/FGA,Opponent eFG%,Opponent TOV%,Opponent DRB%,Opponent FT/FGA
28,27,2017-12-12,ATL,Away,CLE,L,114,123,43,92,0.467,16,36,0.444,12,13,0.9229999999999999,10,37,26,8,4,10,17,48,86,0.5579999999999999,20,38,0.526,7,10,0.7,6,37,35,5,2,13,18,0,0,120.0,129.5,95.0,0.141,0.391,0.583,50.0,60.5,8.4,8.3,0.5539999999999999,9.3,24.4,0.13,0.674,12.6,81.8,0.081
29,28,2017-12-14,ATL,Home,DET,L,91,105,32,70,0.457,11,31,0.355,16,26,0.615,7,34,28,6,6,16,12,41,90,0.456,13,30,0.433,10,12,0.833,14,46,26,10,3,15,23,1,0,100.6,116.0,90.5,0.371,0.44299999999999995,0.5589999999999999,42.5,87.5,6.6,10.0,0.536,16.4,17.9,0.22899999999999998,0.528,13.6,65.9,0.111
30,29,2017-12-15,ATL,Away,MEM,L,94,96,34,77,0.442,12,31,0.387,14,16,0.875,7,35,27,12,5,17,19,36,78,0.462,12,25,0.48,12,17,0.706,10,43,21,12,6,21,24,0,0,100.9,103.0,93.2,0.20800000000000002,0.40299999999999997,0.5589999999999999,44.9,79.4,12.9,9.4,0.519,16.8,17.5,0.182,0.5379999999999999,19.7,73.7,0.154
31,30,2017-12-18,ATL,Home,MIA,W,110,104,38,83,0.45799999999999996,8,22,0.364,26,31,0.8390000000000001,10,39,25,8,6,12,23,36,79,0.456,7,25,0.28,25,30,0.833,8,42,19,9,6,19,28,1,1,112.0,105.8,98.3,0.373,0.265,0.569,48.1,65.8,8.1,11.1,0.506,11.0,22.7,0.313,0.5,17.1,78.4,0.316
32,31,2017-12-20,ATL,Home,IND,L,95,105,35,80,0.43799999999999994,8,29,0.276,17,20,0.85,10,42,27,5,6,13,17,40,82,0.488,7,21,0.33299999999999996,18,19,0.9470000000000001,8,37,19,5,5,9,18,1,0,106.6,117.8,89.1,0.25,0.363,0.535,53.2,77.1,5.6,9.8,0.488,12.8,25.6,0.213,0.53,9.1,80.0,0.22
33,32,2017-12-22,ATL,Away,OKC,L,117,120,44,85,0.518,15,32,0.469,14,17,0.8240000000000001,7,27,28,12,3,15,24,44,82,0.537,13,25,0.52,19,31,0.613,15,40,24,11,5,19,18,0,0,121.1,124.2,96.6,0.2,0.376,0.633,40.3,63.6,12.4,5.3,0.606,14.0,21.9,0.165,0.616,16.6,57.1,0.23199999999999998
34,33,2017-12-23,ATL,Home,DAL,W,112,107,42,75,0.56,10,24,0.41700000000000004,18,22,0.818,6,38,29,5,2,15,19,43,85,0.506,9,33,0.273,12,15,0.8,7,30,31,8,3,10,17,1,1,121.5,116.0,92.2,0.293,0.32,0.6609999999999999,55.9,69.0,5.4,3.8,0.627,15.0,20.7,0.24,0.5589999999999999,9.8,82.1,0.141
35,34,2017-12-27,ATL,Home,WAS,W,113,99,41,94,0.436,11,37,0.297,20,29,0.69,16,53,28,7,7,11,21,35,81,0.43200000000000005,9,24,0.375,20,26,0.769,9,40,24,6,5,13,24,1,1,117.7,103.1,96.0,0.309,0.39399999999999996,0.529,57.0,68.3,7.3,12.3,0.495,9.3,34.0,0.213,0.488,12.3,80.4,0.247
36,35,2017-12-29,ATL,Away,TOR,L,98,111,38,88,0.43200000000000005,9,24,0.375,13,20,0.65,14,48,21,6,7,18,15,46,105,0.43799999999999994,13,37,0.35100000000000003,6,8,0.75,19,51,22,9,15,11,22,0,0,100.9,114.3,97.1,0.22699999999999998,0.273,0.506,48.5,55.3,6.2,10.3,0.483,15.7,30.4,0.14800000000000002,0.5,9.2,64.2,0.057
37,36,2017-12-30,ATL,Home,POR,W,104,89,40,89,0.449,14,30,0.467,10,15,0.667,13,45,29,12,3,13,16,36,85,0.424,7,25,0.28,10,13,0.769,15,46,19,9,8,20,18,1,1,111.8,95.7,93.0,0.16899999999999998,0.337,0.544,49.5,72.5,12.9,5.0,0.528,12.0,29.5,0.11199999999999999,0.465,18.1,68.1,0.11800000000000001
38,37,2018-01-02,ATL,Away,PHO,L,103,104,36,87,0.414,10,31,0.32299999999999995,21,25,0.84,17,40,18,11,3,16,22,39,77,0.506,7,22,0.318,19,27,0.7040000000000001,11,47,24,7,4,21,22,0,0,107.8,108.8,95.6,0.287,0.35600000000000004,0.526,46.0,50.0,11.5,5.5,0.47100000000000003,14.0,32.1,0.24100000000000002,0.552,19.1,67.6,0.247
39,38,2018-01-05,ATL,Away,POR,L,89,110,30,83,0.361,8,26,0.308,21,25,0.84,11,39,14,7,5,16,16,43,80,0.5379999999999999,13,30,0.433,11,14,0.7859999999999999,6,44,30,11,5,15,20,0,0,93.7,115.9,94.9,0.301,0.313,0.473,47.0,46.7,7.4,10.0,0.41,14.5,22.4,0.253,0.619,14.8,82.4,0.138
40,39,2018-01-07,ATL,Away,LAL,L,113,132,41,94,0.436,12,34,0.353,19,23,0.826,10,37,22,5,4,15,16,48,86,0.5579999999999999,16,36,0.444,20,25,0.8,6,49,32,13,6,18,25,0,0,105.6,123.3,107.1,0.245,0.36200000000000004,0.5429999999999999,43.0,53.7,4.7,8.0,0.5,12.6,18.9,0.20199999999999999,0.6509999999999999,15.7,81.8,0.233
41,40,2018-01-08,ATL,Away,LAC,L,107,108,38,96,0.396,10,37,0.27,21,29,0.7240000000000001,19,56,20,9,8,14,26,38,85,0.447,9,18,0.5,23,34,0.6759999999999999,14,47,16,10,9,16,25,0,0,107.2,108.2,99.9,0.302,0.385,0.49200000000000005,54.4,52.6,9.0,11.9,0.44799999999999995,11.4,36.5,0.21899999999999997,0.5,13.8,72.5,0.271
44,41,2018-01-10,ATL,Away,DEN,W,110,97,40,80,0.5,12,27,0.444,18,18,1.0,6,44,25,6,4,16,23,38,95,0.4,9,37,0.243,12,20,0.6,14,40,27,13,6,12,18,0,1,113.5,100.1,96.9,0.225,0.33799999999999997,0.626,52.4,62.5,6.2,6.9,0.575,15.4,18.8,0.225,0.447,10.4,73.1,0.126
45,42,2018-01-12,ATL,Home,BRK,L,105,110,37,80,0.46299999999999997,11,28,0.39299999999999996,20,26,0.769,8,46,21,6,3,18,25,40,87,0.46,13,34,0.382,17,26,0.654,13,43,29,8,1,14,24,1,0,106.4,111.5,98.6,0.325,0.35,0.574,51.7,56.8,6.1,5.7,0.531,16.4,21.1,0.25,0.534,12.5,74.5,0.195
46,43,2018-01-15,ATL,Home,SAS,W,102,99,40,86,0.465,9,25,0.36,13,14,0.929,11,50,23,8,2,15,23,37,87,0.425,8,22,0.364,17,20,0.85,8,37,24,12,5,9,13,1,1,108.5,105.3,94.0,0.163,0.29100000000000004,0.5529999999999999,57.5,57.5,8.5,3.1,0.517,14.0,27.5,0.151,0.47100000000000003,8.6,83.0,0.195
47,44,2018-01-17,ATL,Home,NOP,W,94,93,37,89,0.41600000000000004,10,40,0.25,10,13,0.769,12,43,32,5,3,10,22,35,80,0.43799999999999994,10,27,0.37,13,19,0.684,9,43,27,5,6,12,20,1,1,105.4,104.2,89.2,0.146,0.449,0.496,50.0,86.5,5.6,5.7,0.47200000000000003,9.5,26.1,0.11199999999999999,0.5,12.0,77.5,0.163
48,45,2018-01-20,ATL,Home,CHI,L,97,113,35,92,0.38,11,48,0.22899999999999998,16,23,0.696,9,45,27,5,4,13,21,40,80,0.5,14,32,0.43799999999999994,19,21,0.905,4,48,31,8,1,16,23,1,0,95.1,110.8,102.0,0.25,0.522,0.475,48.4,77.1,4.9,8.3,0.44,11.3,17.0,0.174,0.588,15.2,90.0,0.23800000000000002
49,46,2018-01-22,ATL,Home,UTA,W,104,90,40,83,0.48200000000000004,12,26,0.462,12,12,1.0,10,44,24,8,5,17,24,33,76,0.434,4,15,0.267,20,28,0.7140000000000001,7,39,20,8,6,16,15,1,1,109.9,95.1,94.6,0.145,0.313,0.589,53.0,60.0,8.5,8.2,0.5539999999999999,16.1,23.8,0.145,0.461,15.3,82.9,0.263
50,47,2018-01-24,ATL,Home,TOR,L,93,108,37,94,0.39399999999999996,7,21,0.33299999999999996,12,17,0.706,12,47,19,8,9,16,21,39,89,0.43799999999999994,14,36,0.389,16,25,0.64,12,52,25,10,12,17,22,1,0,90.7,105.3,102.5,0.18100000000000002,0.223,0.45799999999999996,47.5,51.4,7.8,17.0,0.431,13.6,23.1,0.128,0.517,14.5,74.5,0.18
51,48,2018-01-26,ATL,Away,CHO,L,110,121,37,79,0.46799999999999997,15,30,0.5,21,25,0.84,6,39,23,6,5,20,26,40,88,0.455,13,34,0.382,28,32,0.875,11,43,25,13,8,11,25,0,0,109.5,120.5,100.4,0.316,0.38,0.611,47.6,62.2,6.0,9.3,0.563,18.2,15.8,0.266,0.528,9.7,75.0,0.318
52,49,2018-01-27,ATL,Home,WAS,L,104,129,38,88,0.43200000000000005,12,43,0.27899999999999997,16,21,0.762,11,32,24,2,4,12,15,49,85,0.5760000000000001,18,32,0.563,13,14,0.929,7,38,40,7,6,12,21,1,0,111.0,137.7,93.7,0.239,0.489,0.535,45.7,63.2,2.1,7.5,0.5,11.0,26.2,0.182,0.682,11.6,75.0,0.153
53,50,2018-01-29,ATL,Home,MIN,W,105,100,39,79,0.494,13,34,0.382,14,16,0.875,8,44,27,8,8,21,18,39,83,0.47,7,19,0.368,15,18,0.833,7,35,24,15,5,13,18,1,1,109.1,103.9,96.2,0.203,0.43,0.61,55.7,69.2,8.3,12.5,0.5760000000000001,19.6,22.2,0.177,0.512,12.5,83.7,0.18100000000000002
54,51,2018-01-31,ATL,Home,CHO,L,110,123,39,77,0.506,12,32,0.375,20,22,0.909,4,29,26,5,4,9,16,46,90,0.511,17,32,0.531,14,18,0.778,12,42,29,6,1,10,21,1,0,120.9,135.2,91.0,0.28600000000000003,0.41600000000000004,0.635,40.8,66.7,5.5,6.9,0.584,9.4,11.8,0.26,0.606,9.3,67.6,0.156
55,52,2018-02-02,ATL,Away,BOS,L,110,119,34,80,0.425,11,31,0.355,31,34,0.912,4,36,21,6,4,12,18,45,89,0.506,11,24,0.45799999999999996,18,20,0.9,7,42,26,8,3,11,23,0,0,109.9,118.9,100.1,0.425,0.38799999999999996,0.579,46.2,61.8,6.0,6.2,0.494,11.2,10.3,0.38799999999999996,0.5670000000000001,10.1,82.1,0.20199999999999999
56,53,2018-02-04,ATL,Away,NYK,W,99,96,35,87,0.402,15,33,0.455,14,19,0.737,13,44,25,6,3,16,12,41,94,0.436,5,23,0.217,9,15,0.6,16,48,16,10,8,15,16,0,1,104.1,100.9,95.1,0.218,0.379,0.519,47.8,71.4,6.3,4.2,0.489,14.4,28.9,0.161,0.46299999999999997,13.0,66.0,0.096
57,54,2018-02-06,ATL,Home,MEM,W,108,82,42,83,0.506,8,25,0.32,16,21,0.762,8,36,29,13,5,13,16,34,79,0.43,4,22,0.182,10,13,0.769,9,37,23,7,5,25,24,1,1,112.4,85.4,96.1,0.253,0.301,0.585,49.3,69.0,13.5,8.8,0.5539999999999999,12.4,22.2,0.193,0.456,22.8,75.7,0.127
58,55,2018-02-08,ATL,Away,ORL,L,98,100,37,87,0.425,12,30,0.4,12,18,0.667,9,46,25,4,7,17,23,36,84,0.429,9,29,0.31,19,22,0.8640000000000001,8,36,20,10,6,13,22,0,0,100.6,102.6,97.4,0.207,0.345,0.516,56.1,67.6,4.1,12.7,0.494,15.2,24.3,0.138,0.48200000000000004,12.2,82.2,0.226
59,56,2018-02-09,ATL,Home,CLE,L,107,123,37,83,0.446,16,44,0.364,17,19,0.895,6,42,20,4,4,12,18,46,86,0.535,15,35,0.429,16,24,0.667,6,43,31,8,4,9,17,1,0,110.2,126.7,97.1,0.22899999999999998,0.53,0.586,49.4,54.1,4.1,7.8,0.542,11.6,14.0,0.205,0.622,8.5,85.7,0.18600000000000003
60,57,2018-02-11,ATL,Home,DET,W,118,115,38,78,0.48700000000000004,10,29,0.345,32,37,0.865,4,35,27,10,3,13,26,38,83,0.45799999999999996,13,33,0.39399999999999996,26,33,0.7879999999999999,12,40,30,6,4,15,28,1,1,119.1,116.0,99.1,0.474,0.37200000000000005,0.626,46.7,71.1,10.1,6.0,0.551,12.1,12.5,0.41,0.536,13.3,72.1,0.313
0,1,2017-10-18,BRK,Away,IND,L,131,140,45,94,0.479,12,30,0.4,29,32,0.9059999999999999,11,43,22,7,2,20,25,53,102,0.52,9,34,0.265,25,32,0.7809999999999999,14,47,29,12,9,14,25,0,0,115.7,123.6,113.3,0.34,0.319,0.606,47.8,48.9,6.2,2.9,0.5429999999999999,15.6,25.0,0.309,0.564,10.8,69.6,0.245
1,2,2017-10-20,BRK,Home,ORL,W,126,121,46,92,0.5,9,27,0.33299999999999996,25,35,0.7140000000000001,15,48,22,13,6,18,17,45,89,0.506,18,33,0.545,13,15,0.867,9,40,30,9,3,22,27,1,1,117.3,112.6,107.4,0.38,0.293,0.5870000000000001,54.5,47.8,12.1,10.7,0.5489999999999999,14.4,32.6,0.272,0.607,18.7,78.6,0.146
2,3,2017-10-22,BRK,Home,ATL,W,116,104,41,87,0.47100000000000003,11,27,0.40700000000000003,23,34,0.6759999999999999,13,51,27,12,8,18,27,32,94,0.34,7,27,0.259,33,36,0.917,16,48,21,6,2,16,25,1,1,110.9,99.5,104.6,0.391,0.31,0.569,51.5,65.9,11.5,11.9,0.534,15.0,28.9,0.264,0.37799999999999995,12.7,70.4,0.35100000000000003
3,4,2017-10-24,BRK,Away,ORL,L,121,125,40,96,0.41700000000000004,11,35,0.314,30,34,0.882,14,49,21,8,4,15,27,41,83,0.494,8,23,0.348,35,40,0.875,6,44,20,8,5,11,23,0,0,114.2,118.0,105.9,0.354,0.365,0.545,52.7,52.5,7.6,6.7,0.474,11.9,26.9,0.313,0.542,9.9,85.4,0.42200000000000004
4,5,2017-10-25,BRK,Home,CLE,W,112,107,40,93,0.43,17,46,0.37,15,21,0.7140000000000001,10,38,22,11,3,12,22,39,81,0.48100000000000004,12,35,0.34299999999999997,17,26,0.654,9,47,21,5,7,21,17,1,1,110.3,105.4,101.5,0.226,0.495,0.5479999999999999,44.7,55.0,10.8,6.5,0.522,10.5,20.8,0.161,0.556,18.5,75.7,0.21
5,6,2017-10-27,BRK,Away,NYK,L,86,107,30,74,0.405,11,29,0.379,15,21,0.7140000000000001,4,34,18,5,1,16,20,44,98,0.449,9,27,0.33299999999999996,10,17,0.588,19,55,19,7,6,11,19,0,0,91.9,114.4,93.5,0.284,0.392,0.517,38.2,60.0,5.3,1.4,0.48,16.1,10.0,0.203,0.495,9.4,61.2,0.102
6,7,2017-10-29,BRK,Home,DEN,L,111,124,39,96,0.406,12,31,0.387,21,31,0.677,17,56,24,5,4,15,18,47,94,0.5,11,20,0.55,19,22,0.8640000000000001,4,46,23,7,7,6,22,1,0,105.7,118.1,105.0,0.32299999999999995,0.32299999999999995,0.506,54.9,61.5,4.8,5.4,0.469,12.0,28.8,0.21899999999999997,0.5589999999999999,5.5,90.7,0.20199999999999999
7,8,2017-10-31,BRK,Home,PHO,L,114,122,42,102,0.41200000000000003,9,31,0.29,21,30,0.7,7,44,15,9,4,7,22,45,96,0.469,10,22,0.455,22,24,0.917,10,66,18,5,5,18,26,1,0,100.9,108.0,112.9,0.294,0.304,0.495,40.0,35.7,8.0,5.4,0.456,5.7,11.1,0.20600000000000002,0.521,14.5,78.7,0.22899999999999998
8,9,2017-11-03,BRK,Away,LAL,L,112,124,37,91,0.40700000000000003,9,38,0.237,29,38,0.763,8,43,23,8,5,16,22,48,94,0.511,9,21,0.429,19,27,0.7040000000000001,7,57,26,10,7,16,29,0,0,98.8,109.3,113.4,0.418,0.418,0.52,43.0,62.2,7.1,6.8,0.456,12.9,13.8,0.319,0.5589999999999999,13.1,83.3,0.20199999999999999
9,10,2017-11-06,BRK,Away,PHO,W,98,92,35,87,0.402,8,32,0.25,20,29,0.69,11,48,20,10,4,16,30,30,86,0.349,6,25,0.24,26,35,0.743,14,52,13,8,7,17,29,0,1,96.7,90.8,101.3,0.33299999999999996,0.368,0.491,48.0,57.1,9.9,6.6,0.44799999999999995,13.8,22.4,0.23,0.384,14.4,72.5,0.302
10,11,2017-11-07,BRK,Away,DEN,L,104,112,38,89,0.42700000000000005,11,35,0.314,17,22,0.773,8,47,22,12,6,25,16,44,93,0.473,9,34,0.265,15,20,0.75,9,47,26,16,9,19,21,0,0,93.1,100.2,111.7,0.247,0.39299999999999996,0.527,50.0,57.9,10.7,10.2,0.489,20.2,17.4,0.191,0.522,15.7,81.3,0.161
11,12,2017-11-10,BRK,Away,POR,W,101,97,39,91,0.429,12,38,0.316,11,19,0.579,11,49,25,7,4,10,13,40,95,0.42100000000000004,8,23,0.348,9,11,0.818,12,51,17,4,4,10,17,0,1,105.4,101.2,95.8,0.209,0.418,0.508,49.0,64.1,7.3,5.6,0.495,9.1,22.0,0.121,0.46299999999999997,9.1,76.0,0.095
12,13,2017-11-11,BRK,Away,UTA,L,106,114,35,76,0.461,7,23,0.304,29,39,0.7440000000000001,10,41,13,7,4,17,22,41,85,0.48200000000000004,11,29,0.379,21,25,0.84,12,44,19,12,3,16,29,0,0,108.2,116.3,98.0,0.513,0.303,0.569,48.2,37.1,7.1,7.1,0.507,15.4,23.8,0.382,0.547,14.3,72.1,0.247
13,14,2017-11-14,BRK,Home,BOS,L,102,109,39,88,0.44299999999999995,14,35,0.4,10,16,0.625,9,43,26,4,3,14,24,39,86,0.45299999999999996,9,27,0.33299999999999996,22,27,0.815,9,49,15,8,3,14,14,1,0,102.5,109.5,99.5,0.182,0.39799999999999996,0.537,46.7,66.7,4.0,5.1,0.523,12.8,18.4,0.114,0.506,12.5,79.1,0.256
14,15,2017-11-17,BRK,Home,UTA,W,118,107,43,84,0.512,17,37,0.45899999999999996,15,20,0.75,4,36,27,8,2,12,21,39,79,0.494,12,26,0.462,17,24,0.708,10,39,21,6,6,16,19,1,1,122.2,110.8,96.5,0.23800000000000002,0.44,0.636,48.0,62.8,8.3,3.8,0.613,11.5,12.1,0.179,0.57,15.2,76.2,0.215
15,16,2017-11-19,BRK,Home,GSW,L,111,118,34,95,0.358,16,48,0.33299999999999996,27,39,0.6920000000000001,13,52,24,7,2,13,21,46,90,0.511,10,24,0.41700000000000004,16,23,0.696,6,57,29,8,14,15,27,1,0,101.7,108.1,109.1,0.41100000000000003,0.505,0.495,47.7,70.6,6.4,3.0,0.442,10.4,20.3,0.284,0.5670000000000001,13.0,86.7,0.17800000000000002
16,17,2017-11-22,BRK,Away,CLE,L,109,119,42,81,0.519,14,37,0.37799999999999995,11,16,0.688,8,42,26,5,2,19,21,43,82,0.524,14,34,0.41200000000000003,19,27,0.7040000000000001,4,33,21,8,2,10,19,0,0,111.3,121.6,97.9,0.198,0.457,0.619,56.0,61.9,5.1,4.2,0.605,17.8,21.6,0.136,0.61,9.6,89.5,0.23199999999999998
17,18,2017-11-24,BRK,Home,POR,L,125,127,50,100,0.5,10,25,0.4,15,21,0.7140000000000001,13,47,25,4,6,9,22,48,96,0.5,6,15,0.4,25,35,0.7140000000000001,12,45,24,5,13,7,16,1,0,121.4,123.4,102.9,0.21,0.25,0.5720000000000001,51.1,50.0,3.9,7.4,0.55,7.6,28.3,0.15,0.531,5.9,73.9,0.26
18,19,2017-11-26,BRK,Away,MEM,W,98,88,33,74,0.446,13,29,0.44799999999999995,19,23,0.826,12,43,19,7,7,17,22,32,80,0.4,8,25,0.32,16,18,0.889,11,35,15,8,3,14,24,0,1,113.1,101.5,86.7,0.311,0.392,0.583,55.1,57.6,8.1,12.7,0.534,16.8,33.3,0.257,0.45,13.7,73.8,0.2
19,20,2017-11-27,BRK,Away,HOU,L,103,117,40,86,0.465,10,39,0.256,13,17,0.765,6,43,24,5,4,13,19,42,86,0.488,20,50,0.4,13,20,0.65,8,42,31,8,4,15,19,0,0,103.5,117.6,99.5,0.198,0.45299999999999996,0.551,50.6,60.0,5.0,11.1,0.523,12.2,15.0,0.151,0.605,13.7,82.2,0.151
22,21,2017-11-29,BRK,Away,DAL,W,109,104,42,90,0.467,11,29,0.379,14,25,0.56,14,52,25,5,1,14,21,39,84,0.46399999999999997,9,27,0.33299999999999996,17,21,0.81,7,44,26,5,3,11,23,0,1,111.3,106.2,97.9,0.278,0.322,0.54,54.2,59.5,5.1,1.8,0.528,12.2,27.5,0.156,0.518,10.6,84.4,0.20199999999999999
23,22,2017-12-02,BRK,Home,ATL,L,102,114,34,82,0.415,17,42,0.405,17,21,0.81,12,46,26,1,8,19,18,47,99,0.475,10,27,0.37,10,14,0.7140000000000001,13,47,18,12,5,8,19,1,0,105.6,118.0,96.6,0.256,0.512,0.5589999999999999,49.5,76.5,1.0,11.1,0.518,17.2,26.1,0.207,0.525,7.1,72.3,0.10099999999999999
24,23,2017-12-04,BRK,Away,ATL,W,110,90,41,85,0.48200000000000004,15,36,0.41700000000000004,13,15,0.867,12,52,29,7,6,22,28,30,82,0.366,9,30,0.3,21,27,0.778,9,38,18,9,2,18,19,0,1,110.1,90.1,99.9,0.17600000000000002,0.424,0.6,57.8,70.7,7.0,11.5,0.5710000000000001,19.4,29.3,0.153,0.42100000000000004,16.1,81.6,0.256
25,24,2017-12-07,BRK,Home,OKC,W,100,95,35,80,0.43799999999999994,11,37,0.297,19,30,0.633,7,49,24,3,7,13,21,38,98,0.38799999999999996,7,24,0.292,12,23,0.522,17,54,18,6,3,12,25,1,1,101.0,95.9,99.0,0.375,0.46299999999999997,0.536,47.6,68.6,3.0,9.5,0.506,12.2,15.9,0.23800000000000002,0.423,10.0,71.2,0.122
26,25,2017-12-09,BRK,Home,MIA,L,89,101,33,81,0.40700000000000003,7,27,0.259,16,19,0.8420000000000001,8,43,16,3,3,12,17,42,90,0.467,8,27,0.29600000000000004,9,14,0.643,8,44,15,6,8,5,17,1,0,97.6,110.8,91.2,0.235,0.33299999999999996,0.498,49.4,48.5,3.3,4.8,0.451,11.8,18.2,0.198,0.511,4.9,81.4,0.1
27,26,2017-12-12,BRK,Home,WAS,W,103,98,34,84,0.405,10,43,0.233,25,33,0.758,9,53,26,4,6,14,21,38,95,0.4,4,22,0.182,18,22,0.818,12,49,18,8,3,10,26,1,1,102.3,97.3,100.7,0.39299999999999996,0.512,0.523,52.0,76.5,4.0,8.2,0.46399999999999997,12.4,19.6,0.298,0.42100000000000004,8.7,78.6,0.18899999999999997
28,27,2017-12-14,BRK,Home,NYK,L,104,111,37,83,0.446,12,42,0.28600000000000003,18,23,0.7829999999999999,11,43,21,10,4,17,21,41,89,0.461,10,20,0.5,19,22,0.8640000000000001,12,40,23,11,4,13,23,1,0,108.3,115.6,96.1,0.27699999999999997,0.506,0.5579999999999999,51.8,56.8,10.4,5.8,0.518,15.4,28.2,0.217,0.517,11.6,72.7,0.213
29,28,2017-12-15,BRK,Away,TOR,L,87,120,32,76,0.42100000000000004,7,23,0.304,16,19,0.8420000000000001,6,37,16,4,1,22,14,54,97,0.557,7,28,0.25,5,9,0.556,11,45,26,11,5,8,16,0,0,89.2,123.0,97.5,0.25,0.303,0.516,45.1,50.0,4.1,1.4,0.467,20.7,15.0,0.21100000000000002,0.593,7.3,73.8,0.052000000000000005
30,29,2017-12-17,BRK,Home,IND,L,97,109,34,81,0.42,12,33,0.364,17,21,0.81,7,29,26,7,2,9,17,43,76,0.5660000000000001,8,18,0.444,15,19,0.789,6,43,21,6,7,15,20,1,0,106.9,120.2,90.7,0.259,0.40700000000000003,0.537,40.3,76.5,7.7,3.4,0.494,9.1,15.9,0.21,0.618,15.1,78.6,0.19699999999999998
31,30,2017-12-20,BRK,Home,SAC,L,99,104,32,82,0.39,15,42,0.35700000000000004,20,23,0.87,14,38,15,5,7,10,19,40,82,0.488,7,19,0.368,17,20,0.85,13,48,14,4,4,12,19,1,0,115.0,120.8,86.1,0.28,0.512,0.537,44.2,46.9,5.8,11.1,0.48200000000000004,9.8,28.6,0.244,0.53,11.7,64.9,0.207
32,31,2017-12-22,BRK,Home,WAS,W,119,84,44,88,0.5,14,41,0.341,17,21,0.81,13,60,29,4,4,14,17,34,93,0.366,5,20,0.25,11,15,0.733,7,35,22,7,1,7,18,1,1,123.1,86.9,96.6,0.239,0.466,0.612,63.2,65.9,4.1,5.5,0.58,12.6,31.7,0.193,0.392,6.6,87.0,0.11800000000000001
33,32,2017-12-23,BRK,Away,IND,L,119,123,42,98,0.429,16,36,0.444,19,25,0.76,18,51,24,2,2,10,20,47,90,0.522,10,23,0.435,19,24,0.792,7,41,31,8,9,8,25,0,0,120.9,125.0,89.1,0.255,0.36700000000000005,0.546,55.4,57.1,2.0,3.0,0.51,8.4,34.6,0.19399999999999998,0.578,7.4,82.5,0.21100000000000002
34,33,2017-12-26,BRK,Away,SAS,L,97,109,39,93,0.419,12,32,0.375,7,9,0.778,12,45,23,5,0,13,18,41,80,0.513,7,16,0.43799999999999994,20,24,0.833,5,43,18,7,5,12,14,0,0,101.1,113.6,95.9,0.09699999999999999,0.344,0.5,51.1,59.0,5.2,0.0,0.484,11.8,24.0,0.075,0.556,11.7,86.8,0.25
35,34,2017-12-27,BRK,Away,NOP,L,113,128,41,90,0.456,19,38,0.5,12,14,0.857,10,43,26,8,3,15,18,48,90,0.5329999999999999,17,33,0.515,15,19,0.789,6,43,40,8,9,10,15,0,0,112.9,127.9,100.1,0.156,0.42200000000000004,0.588,50.0,63.4,8.0,5.3,0.561,13.5,21.3,0.133,0.628,9.2,84.6,0.16699999999999998
36,35,2017-12-29,BRK,Away,MIA,W,111,87,39,79,0.494,11,26,0.423,22,25,0.88,8,54,25,8,4,18,23,30,89,0.337,3,26,0.115,24,31,0.774,12,43,12,9,3,11,18,0,1,112.4,88.1,98.8,0.316,0.32899999999999996,0.617,55.7,64.1,8.1,6.3,0.563,16.7,20.5,0.278,0.354,9.7,79.3,0.27
37,36,2017-12-31,BRK,Away,BOS,L,105,108,39,95,0.41100000000000003,11,36,0.306,16,19,0.8420000000000001,11,45,25,5,4,9,19,39,79,0.494,14,33,0.424,16,25,0.64,8,50,21,7,8,17,22,0,0,106.6,109.6,98.5,0.2,0.379,0.508,47.4,64.1,5.1,8.7,0.46799999999999997,8.0,20.8,0.168,0.5820000000000001,15.9,81.0,0.203
38,37,2018-01-01,BRK,Home,ORL,W,98,95,36,82,0.439,9,25,0.36,17,23,0.7390000000000001,10,52,17,7,10,13,22,35,96,0.365,6,31,0.19399999999999998,19,25,0.76,19,52,16,5,5,12,18,1,1,102.9,99.8,95.2,0.28,0.305,0.532,50.0,47.2,7.4,15.4,0.494,12.4,23.3,0.207,0.396,10.1,68.9,0.198
39,38,2018-01-03,BRK,Home,MIN,W,98,97,37,72,0.514,14,30,0.467,10,11,0.909,4,38,22,3,3,19,23,36,80,0.45,1,11,0.091,24,30,0.8,7,32,10,9,4,8,12,1,1,107.6,106.5,91.1,0.153,0.41700000000000004,0.638,54.3,59.5,3.3,4.3,0.611,19.8,13.8,0.139,0.456,7.9,82.9,0.3
